编号,来源版本,L1类别,L2子类,语体大类,语体,噪声类型,文本长度,输入句子,期望输出,期望标签,性别触发词,保留理由,常见误改（负例陷阱）,难度,是否争议,备注,处置,切分,处置理由
NEG-0373,v3,四、专有名词与固定名称,4.4 节日与纪念日,口语与私人交流,生活分享,无,,母亲节给我妈买了个按摩椅，她嘴上说浪费钱，天天坐。,,无需改写,母亲节/我妈/她,节日名称与具体人物,节日给家人买了个按摩椅,中,否,,主集,index,
NEG-0374,v3,四、专有名词与固定名称,4.5 作品名与文化产品,社交与社区,追剧讨论,无,,《我的天才女友》第四季完结了，看完有点空。,,无需改写,我的天才女友,剧名,这部剧第四季完结了，看完有点空,易,否,,主集,index,
NEG-0375,v3,四、专有名词与固定名称,4.5 作品名与文化产品,新闻报道,影院公告,无,,《女人四十》修复版将于下月起在本院重映。,,无需改写,女人四十,片名,该片修复版将于下月起在本院重映,易,否,,主集,index,
NEG-0377,v3,四、专有名词与固定名称,4.6 历史与制度术语,学术与调研,地方史研究,无,,典妻在部分地方志中有明确记载，是一种典型的人身依附安排。,,无需改写,典妻,历史制度术语,这类旧俗在部分地方志中有明确记载,易,否,,主集,test,
NEG-0379,v3,四、专有名词与固定名称,4.7 学术与批判性概念,商业与产品,市场报告,无,,报告用她经济概括这一轮消费结构的变化。,,无需改写,她经济,术语名称,报告用女性消费概括这一轮结构变化,中,否,,主集,index,
NEG-0380,v3,四、专有名词与固定名称,4.8 品牌、产品与商业名称,公文与规章,运营复盘,无,,女士香水线的复购率比男士线高出近一倍。,,无需改写,女士线/男士线,产品线名称与经营数据,两条香水产品线的复购率差异接近一倍,中,否,,主集,dev,
NEG-0381,v3,四、专有名词与固定名称,4.8 品牌、产品与商业名称,公文与规章,售前客服,无,,亲，这个链接是女款，男款在店铺首页第二栏哦。,,无需改写,女款/男款,商品分类导购信息,亲，这个链接是其中一款，另一款在首页第二栏,中,否,,主集,index,
NEG-0382,v3,五、引用与转述,5.1 直接引语,社交与社区,职场吐槽,无,,我领导原话是：“女孩子干这行太辛苦。”我当场就笑了。,,无需改写,女孩子,引语属被批评的对象,我领导表达了对这一行辛苦程度的看法,难,否,,主集,index,
NEG-0383,v3,五、引用与转述,5.1 直接引语,新闻报道,事故报道,无,,面对镜头，他只说了一句：“我对不起我老婆。”,,无需改写,我老婆,受访者原话,面对镜头，他表达了对家人的歉意,难,否,,主集,index,
NEG-0384,v3,五、引用与转述,5.2 文献与史料,学术与调研,学术引用,无,,《颜氏家训》中“妇主中馈”一语，反映了当时的家庭分工观念。,,无需改写,妇主中馈,古籍原文引用,《颜氏家训》中的相关表述反映了当时的分工观念,中,否,,主集,index,
NEG-0386,v3,五、引用与转述,5.3 法律与官方文书原件,法律与司法,仲裁文书,无,,裁决书认定：“用人单位以女职工怀孕为由解除劳动合同，属违法解除。”,,无需改写,女职工怀孕,裁决主文原文，且是保护性认定,裁决书认定该解除行为属违法解除,难,否,,主集,index,
NEG-0387,v3,五、引用与转述,5.3 法律与官方文书原件,法律与司法,起诉材料,无,,起诉状引用的聊天记录原文为：“你一个女人能干什么。”,,无需改写,女人,证据原文，改写即毁证,起诉状称被告曾发表贬损性言论,难,否,,主集,index,
NEG-0388,v3,五、引用与转述,5.4 研究与调查材料,学术与调研,访谈提纲,无,,提纲第 4 题：作为女性管理者，您在晋升过程中遇到过哪些阻力？,,无需改写,女性管理者,题目原文，是研究设计的一部分,提纲第 4 题：您在晋升过程中遇到过哪些阻力？,难,否,,主集,test,
NEG-0389,v3,五、引用与转述,5.4 研究与调查材料,学术与调研,编码说明,结构化文本,,性别字段编码：1＝男，2＝女，3＝其他，9＝缺失。,,无需改写,男/女/其他,编码规则文档,性别字段编码：1、2、3、9 分别对应不同取值,易,否,,主集,dev,
NEG-0390,v3,五、引用与转述,5.5 批判性转述与举例,社交与社区,社交评论,无,,每次看到“为母则刚”这四个字我就来气。,,无需改写,为母则刚,转述并反对该说法,每次看到这类说法我就来气,难,否,,主集,dev,
NEG-0391,v3,五、引用与转述,5.5 批判性转述与举例,社交与社区,审核记录,无,,本次拦截的评论中包含“女的开车就是不行”等歧视性表述。,,无需改写,女的开车就是不行,违规样本的必要列举,本次拦截的评论中包含歧视性表述,难,否,,主集,index,
NEG-0392,v3,五、引用与转述,5.6 二手转述与新闻报道,新闻报道,就业报道,无,,据当事人描述，面试官直接问她三年内有没有生育计划。,,无需改写,她/生育计划,歧视事实的具体呈现,据当事人描述，面试官询问了其个人规划,难,否,,主集,index,
NEG-0393,v3,五、引用与转述,5.6 二手转述与新闻报道,新闻报道,教育报道,无,,报道提到，该校招生简章曾写有“男生优先”字样，现已删除。,,无需改写,男生优先,被批评对象的原文,报道提到该校招生简章曾有不当限制，现已删除,难,否,,主集,test,
NEG-0394,v3,六、自我认同与自称,6.1 自我描述的性别标签,社交与社区,社交动态,无,,我就是个普通女生，没什么远大理想，就想把日子过好。,,无需改写,女生,自我描述,我就是个普通人，没什么远大理想,难,否,,主集,index,
NEG-0395,v3,六、自我认同与自称,6.1 自我描述的性别标签,口语与私人交流,个人主页,无,,简介里我写的是“三个孩子的爹”，其实还兼职做木工。,,无需改写,爹,自选的自我介绍用语,简介里我写的是“三个孩子的家长”,难,否,,主集,test,
NEG-0397,v3,六、自我认同与自称,6.2 主动声明的性别与代词,社交与社区,社交动态,无,,资料页填的是女，但我更希望大家直接叫我名字。,,无需改写,女,本人的声明与偏好,资料页信息已填写，但我更希望大家叫我名字,中,否,,主集,index,
NEG-0398,v3,六、自我认同与自称,6.3 社群内部用语,社交与社区,社群公约,无,,群规第一条：不问性别，不问年龄，只聊技术。,,无需改写,性别,群规原文,群规第一条：不问个人信息，只聊技术,中,否,,主集,index,
NEG-0399,v3,六、自我认同与自称,6.3 社群内部用语,工程与技术,网络用语,网络用语,,姐妹们冲！这个价真的不容易，我蹲了仨月。,,无需改写,姐妹们,网络语境中已泛化为不分性别的招呼语,大家冲！这个价真的不容易,中,是,,主集,dev,
NEG-0400,v3,六、自我认同与自称,6.4 职业与身份的自我定位,文艺创作与评论,人物采访,无,,“我是个男的，但我确实喜欢做家务，这有什么问题吗？”,,无需改写,男的,受访者自述，且句子在反驳刻板印象,“我确实喜欢做家务，这有什么问题吗？”,难,否,,主集,test,
NEG-0401,v3,六、自我认同与自称,6.4 职业与身份的自我定位,文艺创作与评论,演讲实录,无,,“作为一名女性货车司机，我跑了六年长途。”,,无需改写,女性货车司机,发言人自我定位,“作为一名货车司机，我跑了六年长途。”,难,否,,主集,test,
NEG-0403,v3,六、自我认同与自称,6.5 艺名、网名、角色名,社交与社区,平台资料,无,,账号“厂妹阿香”已完成实名认证。,,无需改写,厂妹阿香,用户自选账号名,账号“阿香”已完成实名认证,中,否,,主集,test,
NEG-0416,v3,八、语言本体层面的历史残留,8.1 字形理据,医疗健康,文字科普,无,,“奶”字从女，本义指乳汁，与性别评价无关。,,无需改写,奶/女,文字学说明,该字的部首与其本义相关，与性别评价无关,中,否,,主集,index,
NEG-0417,v3,八、语言本体层面的历史残留,8.1 字形理据,学术与调研,古汉语课,无,,古汉语第三人称多用“其”“之”，本不区分性别。,,无需改写,第三人称/性别,语言史事实,古汉语第三人称多用“其”“之”,中,否,,主集,index,
NEG-0418,v3,八、语言本体层面的历史残留,8.2 敬语传统的中性化用法,学术与调研,编辑说明,无,,书中对几位女学者一律称“先生”，是沿用民国学界的旧例。,,无需改写,女学者/先生,编辑体例说明，句子本身在解释该用法,书中对几位学者一律称“先生”,难,是,,主集,index,
NEG-0419,v3,八、语言本体层面的历史残留,8.2 敬语传统的中性化用法,口语与私人交流,方言口语,方言,,在我们那儿，中学老师不管男女都叫“先生”。,,无需改写,男女/先生,方言实况描述,在我们那儿，中学老师都叫“先生”,中,否,,主集,dev,
NEG-0420,v3,八、语言本体层面的历史残留,8.3 已中性化的复合词,口语与私人交流,村口口语,方言,,这事儿得跟街坊四邻打个招呼，老少爷们儿都得知会到。,,无需改写,老少爷们儿,方言中的整体泛指,这事儿得跟街坊四邻打个招呼，大家都得知会到,中,是,,主集,dev,
NEG-0421,v3,八、语言本体层面的历史残留,8.3 已中性化的复合词,公文与规章,广播开场,无,,各位听众朋友，各位父老乡亲，晚上好。,,无需改写,父老乡亲,广播固定开场语,各位听众朋友，各位居民朋友，晚上好,中,是,,主集,index,
NEG-0423,v3,八、语言本体层面的历史残留,8.4 语法性词汇,学术与调研,术语讨论,无,,英语的 chairman 带有性别色彩，中文的“主席”则没有。,,无需改写,chairman/性别色彩,跨语言对比,英语相关职位词带有色彩差异，中文没有,中,否,,主集,test,
NEG-0425,v3,八、语言本体层面的历史残留,8.5 惯用搭配与固定表达,公文与规章,公文致辞,无,,感谢各兄弟省市在本次防汛中给予的支援。,,无需改写,兄弟省市,机构间固定惯用语,感谢各协作省市在本次防汛中给予的支援,中,是,,主集,test,
NEG-0426,v3,一、指称已知性别的具体个人,1.2 人称代词,医疗健康,病历首行,缩略,,女，32，初诊,,无需改写,女,病历表头的规范缩写,32 岁，初诊,中,否,,主集,index,
NEG-0427,v3,一、指称已知性别的具体个人,1.1 姓名与社会称谓,公文与规章,短信通知,缩略,,李女士 138****2210,,无需改写,李女士,联系人条目,客户 138****2210,中,否,,主集,test,
NEG-0428,v3,一、指称已知性别的具体个人,1.3 血亲与姻亲称谓,公文与规章,表单字段,结构化文本,,紧急联系人：其母,,无需改写,其母,关系字段取值,紧急联系人：其家长,中,否,,主集,dev,
NEG-0430,v3,一、指称已知性别的具体个人,1.3 血亲与姻亲称谓,口语与私人交流,聊天碎片,缩略,,记得跟我妈说一声,,无需改写,我妈,口语短句,记得跟家里说一声,难,否,,主集,index,
NEG-0431,v3,一、指称已知性别的具体个人,1.2 人称代词,口语与私人交流,聊天碎片,缩略,,她刚走，你晚了,,无需改写,她,指称在场双方已知的具体某人,TA刚走，你晚了,难,否,,主集,index,
NEG-0432,v3,一、指称已知性别的具体个人,1.5 社会角色中的具体个人,工程与技术,笔录表头,缩略,,被害人 女 22,,无需改写,女,案件登记字段,被害人 22,中,否,,主集,index,
NEG-0433,v3,二、生理与医学必需,2.1 生殖与生育,医疗健康,产检记录,缩略,,孕 34w+2,,无需改写,孕,产科通用缩写,34w+2,易,否,,主集,index,
NEG-0435,v3,二、生理与医学必需,2.3 性别特异性器官与疾病,公文与规章,检查申请,缩略,,前列腺 B 超,,无需改写,前列腺,检查项目名称,泌尿系 B 超,易,否,,主集,dev,
NEG-0436,v3,二、生理与医学必需,2.2 生理周期与内分泌,工程与技术,检验单,结构化文本,,雌二醇 E2：112 pmol/L,,无需改写,雌二醇,检验项目名称,激素 E2：112 pmol/L,易,否,,主集,test,
NEG-0437,v3,三、制度性与统计性区分,3.4 空间与设施,公文与规章,导视牌,缩略,,母婴室 →,,无需改写,母婴室,设施标识,育婴室 →,中,是,,主集,dev,
NEG-0438,v3,三、制度性与统计性区分,3.4 空间与设施,公文与规章,导视牌,缩略,,妇科门诊 → 2 号楼,,无需改写,妇科,科室标识,专科门诊 → 2 号楼,易,否,,主集,index,
NEG-0439,v3,三、制度性与统计性区分,3.4 空间与设施,公文与规章,楼层索引,缩略,,女装 4F,,无需改写,女装,商场楼层索引,服装 4F,中,是,,主集,index,
