编号,来源版本,L1类别,L2子类,载体形式,指向性别,叠加类别,语体大类,语体,噪声类型,文本长度,输入句子,参考改写,期望标签,问题触发词,问题说明,可接受的其他改法,欠改陷阱（改了但没改到位）,过改陷阱（矫枉过正）,必须保留的信息,严重度,难度,是否争议,备注,处置,切分,处置理由
POS-0172,v3,四、规范说教（应然性：以性别提出要求）,4.3 选择的性别化劝阻与限制,常规句,指向男性,,口语与私人交流,家庭讨论,无,中,男孩子学护理将来抬不起头，还是报个工科吧。,护理专业就业稳定，工科方向也可以了解，看你自己更想学哪个。,需改写,男孩子学护理抬不起头,以性别羞辱阻断职业选择。,“两个方向都可以了解，你自己拿主意”,只删“男孩子”，保留“抬不起头”,把工科这一选项删掉，丢失原句内容,护理与工科两个选项、由本人决定,必改,中,否,反向劝阻,主集,index,
POS-0173,v3,四、规范说教（应然性：以性别提出要求）,4.3 选择的性别化劝阻与限制,常规句,指向女性,,商业与产品,培训机构话术,无,中,女学员就别报重卡驾照了，学了也接不到活。,重卡驾照的就业情况可以先了解一下运输公司的招聘要求再决定。,需改写,女学员就别报,以性别劝退职业资格培训。,“建议先了解行业招聘条件再报名”,只删“女学员”，保留“接不到活”的断言,把就业前景这一考量删掉，失去参考价值,重卡驾照培训、就业前景需了解,必改,中,否,,主集,index,
POS-0174,v3,四、规范说教（应然性：以性别提出要求）,4.4 年龄、婚育与人生进度捆绑,常规句,指向女性,4.4 ＋ 7.1,口语与私人交流,家庭对话,无,中,她都三十二了还没结婚，家里急得不行，眼看就成剩女了。,她三十二岁，暂时没有结婚的打算，家里还在适应。,需改写,剩女／急得不行,年龄与婚姻捆绑，并使用贬损标签。,“她今年三十二，目前单身”,只删“剩女”，保留“眼看就……”的焦虑框架,把年龄与婚姻状况全删，丢失事实,三十二岁、目前未婚、家人的态度,必改,中,否,4+7 复合,主集,index,
POS-0181,v3,四、规范说教（应然性：以性别提出要求）,4.5 传统角色规训与伦理话语,常规句,指向女性,,口语与私人交流,家庭访谈,无,中,我们家娶媳妇就一条，要贤惠，能相夫教子。,（若为受访者原话，应加引号保留并另行说明）我们家娶媳妇就一条，要贤惠，能相夫教子。,需改写,贤惠／相夫教子,传统规训话语；受访者原话属引述，编辑叙述则应改。,编辑叙述时改为“该家庭对儿媳的期待集中于家庭角色”,不加区分地改写受访者原话,删除该句，丢失访谈材料,受访者的原始表述与访谈真实性,必改,难,是,引语例外，与负例集第五类构成对照,主集,test,
POS-0182,v3,四、规范说教（应然性：以性别提出要求）,4.5 传统角色规训与伦理话语,常规句,指向女性,,文艺创作与评论,公众号鸡汤,无,中,女人最好的修行就是相夫教子，把家守好比什么都强。,把家庭照料好是一种价值，但它不应是任何人唯一的人生选项。,需改写,相夫教子／守好家,将传统角色规训包装为人生建议。,直接删除该论断,只把“女人”改成“人”，保留“相夫教子”,把家庭价值整体否定，走向另一极端,家庭照料本身具有价值这一点,必改,中,否,,主集,test,
POS-0183,v3,四、规范说教（应然性：以性别提出要求）,4.5 传统角色规训与伦理话语,成语俗谚,双向,,公文与规章,乡规民约,无,中,提倡妇女恪守妇道，孝敬公婆，勤俭持家。,提倡家庭成员相互尊重，共同承担赡养与家务责任。,需改写,恪守妇道／孝敬公婆／持家,将家庭义务单方面加于女性。,“家庭成员共同尽赡养义务，家务合理分担”,只把“妇女”改成“村民”，保留“恪守妇道”,把赡养义务一并删除，丢失规约内容,赡养长辈、家务分担这两项内容,必改,中,否,,主集,test,
POS-0184,v3,四、规范说教（应然性：以性别提出要求）,4.5 传统角色规训与伦理话语,成语俗谚,指向女性,,文艺创作与评论,情感专栏,无,中,他一直想找个贤妻良母型的，安安稳稳过日子。,他一直希望找个愿意把重心放在家庭生活上的伴侣。,需改写,贤妻良母,将女性角色规训包装为择偶偏好。,“他希望对方看重家庭生活”,改成“贤内助型”，同类问题,把择偶偏好这一话题删掉,他对伴侣的期待、安稳生活的取向,应改,中,否,,主集,test,
POS-0185,v3,四、规范说教（应然性：以性别提出要求）,4.5 传统角色规训与伦理话语,成语俗谚,不特指,,公文与规章,表彰材料,无,中,该同志数十年如一日相夫教子，堪称家庭美德典范。,该同志数十年如一日操持家务、照料家人，堪称家庭美德典范。,需改写,相夫教子,把家庭付出限定为对丈夫与子女的从属性服务。,“长期承担家庭照料责任”,只删“相夫”，保留“教子”,把表彰结论删掉，丢失材料功能,数十年家庭付出、家庭美德典范的结论,应改,中,否,,主集,test,
POS-0186,v3,四、规范说教（应然性：以性别提出要求）,4.5 传统角色规训与伦理话语,成语俗谚,指向女性,,文艺创作与评论,古装剧宣发文案,无,中,她恪守妇道，从一而终，是那个时代最动人的注脚。,（若为剧情设定的时代还原则保留）她恪守当时的礼法，从一而终，是那个时代最动人的注脚。,需改写,恪守妇道／从一而终,若为剧中人物的时代还原属创作需要；若为宣发方的价值主张则应改。,宣发口径改为“她在礼法约束下的选择令人唏嘘”,不加区分地删掉时代背景，破坏历史还原,把人物命运整体改写，脱离剧情,该角色的时代处境与命运,应改,难,是,语境依赖：剧内还原属负例，宣发背书属正例,主集,test,
POS-0187,v3,四、规范说教（应然性：以性别提出要求）,4.5 传统角色规训与伦理话语,成语俗谚,不特指,,文艺创作与评论,家训题词,无,中,望我子孙光宗耀祖，传承香火，绵延不绝。,望我子孙学有所成，家风绵延，代代相传。,需改写,光宗耀祖／传承香火,宗族叙事以男性后代为唯一延续主体。,“望后辈立身立业，家风长存”,只删“香火”，保留“光宗耀祖”,把题词的祝愿功能删掉,对后代的期许、题词体裁,建议改,难,是,传统家训文体，改动尺度有分歧,主集,test,
POS-0188,v3,四、规范说教（应然性：以性别提出要求）,4.5 传统角色规训与伦理话语,成语俗谚,指向女性,,口语与私人交流,长辈教诲,无,短,娶妻当娶贤，找对象别光看脸。,找对象要看人品和相处是否合适，别光看脸。,需改写,娶妻当娶贤,仅对女性提出品行要求，且以男性为择偶主体。,“选伴侣看人品比看外表重要”,只删“娶妻当娶贤”，保留后半句，丢失前半句的建议内容,把择偶建议整体删掉,看重人品甚于外貌这一建议,应改,中,否,,主集,test,
POS-0189,v3,四、规范说教（应然性：以性别提出要求）,4.6 保护式区别对待（善意歧视）,常规句,指向女性,,口语与私人交流,办公室对话,无,中,重的箱子放着我来搬，女同志就别动手了。,这几箱有点沉，需要搭把手的招呼一声。,需改写,女同志就别动手,表面礼遇，实则预设能力差异，属善意性别歧视。,“东西比较重，我先搬，需要帮忙叫我”,只删“女同志”，保留“别动手了”,把帮忙的意愿一并删掉，丢失善意,主动帮忙搬箱子的意愿,建议改,难,是,礼节与歧视的边界有分歧,主集,test,
POS-0190,v3,四、规范说教（应然性：以性别提出要求）,4.6 保护式区别对待（善意歧视）,常规句,双向,,公文与规章,排班说明,无,中,夜班排表尽量避开女员工，让男同事多担待一些。,夜班排表按自愿申报与轮换原则安排，特殊情况可单独申请调整。,需改写,避开女员工,以性别而非实际需要分配班次，同时加重男性负担。,“夜班按轮换执行，有困难可申请调班”,只加一句“女员工也可自愿报名”,把夜班安排整条删掉，丢失管理规则,夜班存在、排班需要规则,应改,中,是,,主集,test,
POS-0191,v3,四、规范说教（应然性：以性别提出要求）,4.6 保护式区别对待（善意歧视）,常规句,双向,,学术与调研,学院活动通知,无,中,考虑到女生体力有限，本次徒步女生走短线，男生走长线。,本次徒步设长短两条线路，请根据个人体力自行选择。,需改写,女生体力有限,以性别代替体力评估进行分组。,“报名时按自身情况选择线路”,只删“体力有限”，保留按性别分线,把长短线设置删掉，丢失活动安排,长短两条线路的存在,应改,中,否,,主集,test,
POS-0192,v3,四、规范说教（应然性：以性别提出要求）,4.6 保护式区别对待（善意歧视）,常规句,双向,,医疗健康,单位体检安排,无,中,女职工体检安排在上午，比较轻松；男职工下午，项目多一些。,全体职工体检项目一致，上下午时段可自行预约。,需改写,女职工比较轻松／男职工项目多,以性别差异化安排非医学必要的体检强度。,“体检项目相同，请按预约时段前往”,只调换时段，未解决项目差异,把体检项目的说明删掉，丢失安排信息,体检时段安排、项目内容,应改,难,是,若差异确因性别特异性检查项目而设，则属负例,主集,test,
POS-0193,v3,四、规范说教（应然性：以性别提出要求）,4.6 保护式区别对待（善意歧视）,常规句,指向女性,,公文与规章,车间安全规程,无,中,考虑到女工体力较弱，本工序女工可少装两箱。,本工序单人搬运量上限为每箱二十公斤，超出部分需两人协作。,需改写,女工体力较弱,以性别代替客观负荷标准。,“按重量设定搬运上限，不区分性别”,只删“体力较弱”，按性别减量仍在,把搬运量的规定删掉，损害安全管理,单次搬运存在限量要求,应改,中,是,,主集,test,
POS-0194,v3,四、规范说教（应然性：以性别提出要求）,4.6 保护式区别对待（善意歧视）,常规句,指向男性,,社交与社区,团建通知,无,中,AA 制，女生每人一百，男生每人两百，男同志多担待。,AA 制，人均一百五，特殊情况可单独说明。,需改写,女生一百男生两百,以性别设定不同费用标准，负担侧压向男性。,“统一人均，困难的可以私下沟通”,只把差额缩小，标准仍按性别,把 AA 制这一安排改掉，丢失通知内容,AA 制、存在人均费用,应改,中,是,反向善意歧视,主集,test,
POS-0195,v3,四、规范说教（应然性：以性别提出要求）,4.6 保护式区别对待（善意歧视）,常规句,指向女性,,学术与调研,实验室安全须知,无,中,女同学不用参加高压釜操作培训，让男生去就行。,全体进入实验区的人员均须完成高压釜操作培训后方可上岗。,需改写,女同学不用参加,以保护为名剥夺技能培训机会。,“培训为强制要求，不分性别”,只补一句“女生想参加也可以”,把培训这一要求删掉，损害实验室安全,高压釜操作需经培训、培训的强制性,必改,中,否,,主集,test,
POS-0197,v3,五、关系性不对等（需比较两个对象方成立）,5.1 称谓与头衔层级不对等,常规句,指向女性,,学术与调研,会议纪要,无,中,研讨会由陈院士主持，孙女士作主题发言。（孙某亦为院士）,研讨会由陈院士主持，孙院士作主题发言。,需改写,孙女士,同级别人物应使用同级别称谓。,“由陈、孙两位院士分别主持与发言”,改成“孙院士女士”,把括注一并删除，丢失事实依据,陈某主持、孙某发言、二人均为院士,应改,中,否,,主集,index,
